SKU,GCODE,Category,New Description,NMFC,Treads,Width,Depth,Gauge,Height,Length,Capacity,WEIGHT,Stock,Type
BS4K50120,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-6000 LB.D.CAP-5.0""Hx120""L",55,,,,,"5.0""","120""",6000 lbs,41.0 lbs,,
BS4T60144,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-6690 LB.D.CAP-6.0""Hx144""L",55,,,,,"6.0""","144""",6690 lbs,55.9 lbs,,
BS4K60144,BS4K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-NORM.DUTY 1 5/8STEP-6690 LB.D.CAP-6.0""Hx144""L",55,,,,,"6.0""","144""",6690 lbs,55.9 lbs,,
BS6T3548,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-6960 LB.D.CAP-3.5""Hx48 ""L",55,,,,,"3.5""","48""",6960 lbs,12.0 lbs,,
BS6T3554,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-6186 LB.D.CAP-3.5""Hx54 ""L",55,,,,,"3.5""","54""",6186 lbs,14.0 lbs,,
BS6T3560,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-5567 LB.D.CAP-3.5""Hx60 ""L",55,,,,,"3.5""","60""",5567 lbs,15.0 lbs,,
BS6T3566,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-5061 LB.D.CAP-3.5""Hx66 ""L",55,,,,,"3.5""","66""",5061 lbs,16.0 lbs,,
BS6T3572,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-4640 LB.D.CAP-3.5""Hx72 ""L",55,,,,,"3.5""","72""",4640 lbs,17.0 lbs,,
BS6T3578,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-4282 LB.D.CAP-3.5""Hx78 ""L",55,,,,,"3.5""","78""",4282 lbs,21.0 lbs,,
BS6T3584,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-3977 LB.D.CAP-3.5""Hx84 ""L",55,,,,,"3.5""","84""",3977 lbs,22.0 lbs,,
BS6T3590,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-3712 LB.D.CAP-3.5""Hx90 ""L",55,,,,,"3.5""","90""",3712 lbs,24.0 lbs,,
BS6T3592,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-3605 LB.D.CAP-3.5""Hx92 ""L",55,,,,,"3.5""","92""",3605 lbs,24.0 lbs,,
BS6T3596,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-3420 LB.D.CAP-3.5""Hx96 ""L",55,,,,,"3.5""","96""",3420 lbs,22.2 lbs,,
BS6T35102,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-3029 LB.D.CAP-3.5""Hx102""L",55,,,,,"3.5""","102""",3029 lbs,26.0 lbs,,
BS6T35108,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-2702 LB.D.CAP-3.5""Hx108""L",55,,,,,"3.5""","108""",2702 lbs,27.0 lbs,,
BS6T35114,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-2425 LB.D.CAP-3.5""Hx114""L",55,,,,,"3.5""","114""",2425 lbs,29.0 lbs,,
BS6T35120,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-2189 LB.D.CAP-3.5""Hx120""L",55,,,,,"3.5""","120""",2189 lbs,30.0 lbs,,
BS6T35126,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-1985 LB.D.CAP-3.5""Hx126""L",55,,,,,"3.5""","126""",1985 lbs,31.0 lbs,,
BS6T35132,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-1810 LB.D.CAP-3.5""Hx132""L",55,,,,,"3.5""","132""",1810 lbs,33.0 lbs,,
BS6T35138,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-1655 LB.D.CAP-3.5""Hx138""L",55,,,,,"3.5""","138""",1655 lbs,34.0 lbs,,
BS6T35144,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-1520 LB.D.CAP-3.5""Hx144""L",55,,,,,"3.5""","144""",1520 lbs,35.0 lbs,,
BS6T4048,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-8573 LB.D.CAP-4.0""Hx48 ""L",55,,,,,"4.0""","48""",8573 lbs,13.0 lbs,,
BS6T4054,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-7621 LB.D.CAP-4.0""Hx54 ""L",55,,,,,"4.0""","54""",7621 lbs,17.0 lbs,,
BS6T4060,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-6860 LB.D.CAP-4.0""Hx60 ""L",55,,,,,"4.0""","60""",6860 lbs,16.25 lbs,,
BS6T4066,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-6235 LB.D.CAP-4.0""Hx66 ""L",55,,,,,"4.0""","66""",6235 lbs,19.0 lbs,,
BS6T4072,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-5716 LB.D.CAP-4.0""Hx72 ""L",55,,,,,"4.0""","72""",5716 lbs,21.0 lbs,,
BS6T4078,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-5276 LB.D.CAP-4.0""Hx78 ""L",55,,,,,"4.0""","78""",5276 lbs,22.0 lbs,,
BS6T4084,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-4900 LB.D.CAP-4.0""Hx84 ""L",55,,,,,"4.0""","84""",4900 lbs,23.0 lbs,,
BS6T4090,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-4573 LB.D.CAP-4.0""Hx90 ""L",55,,,,,"4.0""","90""",4573 lbs,25.0 lbs,,
BS6T4092,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-4454 LB.D.CAP-4.0""Hx92 ""L",55,,,,,"4.0""","92""",4454 lbs,26.0 lbs,,
BS6T40102,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-4035 LB.D.CAP-4.0""Hx102""L",55,,,,,"4.0""","102""",4035 lbs,28.0 lbs,,
BS6T40108,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-3751 LB.D.CAP-4.0""Hx108""L",55,,,,,"4.0""","108""",3751 lbs,29.0 lbs,,
BS6T40114,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-3367 LB.D.CAP-4.0""Hx114""L",55,,,,,"4.0""","114""",3367 lbs,31.0 lbs,,
BS6T40120,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-3039 LB.D.CAP-4.0""Hx120""L",55,,,,,"4.0""","120""",3039 lbs,32.0 lbs,,
BS6T40126,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-2756 LB.D.CAP-4.0""Hx126""L",55,,,,,"4.0""","126""",2756 lbs,34.0 lbs,,
BS6T40132,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-2511 LB.D.CAP-4.0""Hx132""L",55,,,,,"4.0""","132""",2511 lbs,35.0 lbs,,
BS6T40138,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-2298 LB.D.CAP-4.0""Hx138""L",55,,,,,"4.0""","138""",2298 lbs,36.0 lbs,,
BS6T40144,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-2110 LB.D.CAP-4.0""Hx144""L",55,,,,,"4.0""","144""",2110 lbs,38.0 lbs,,
BS6T4548,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-10340LB.D.CAP-4.5""Hx48""L",55,,,,,"4.5""","48""",10340 lbs,16.0 lbs,,
BS6T4554,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-9191 LB.D.CAP-4.5""Hx54""L",55,,,,,"4.5""","54""",9191 lbs,18.0 lbs,,
BS6T4560,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-8272 LB.D.CAP-4.5""Hx60""L",55,,,,,"4.5""","60""",8272 lbs,19.0 lbs,,
BS6T4566,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-7520 LB.D.CAP-4.5""Hx66""L",55,,,,,"4.5""","66""",7520 lbs,21.0 lbs,,
BS6T4572,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-6893 LB.D.CAP-4.5""Hx72""L",55,,,,,"4.5""","72""",6893 lbs,22.0 lbs,,
BS6T4578,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-6363 LB.D.CAP-4.5""Hx78""L",55,,,,,"4.5""","78""",6363 lbs,24.0 lbs,,
BS6T4584,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-5908 LB.D.CAP-4.5""Hx84""L",55,,,,,"4.5""","84""",5908 lbs,25.0 lbs,,
BS6T4590,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-5515 LB.D.CAP-4.5""Hx90""L",55,,,,,"4.5""","90""",5515 lbs,27.0 lbs,,
BS6T4592,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-5360 LB.D.CAP-4.5""Hx92""L",55,,,,,"4.5""","92""",5360 lbs,28.0 lbs,,
BS6T45102,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-4866 LB.D.CAP-4.5""Hx102""L",55,,,,,"4.5""","102""",4866 lbs,27.0 lbs,,
BS6T45108,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-4596 LB.D.CAP-4.5""Hx108""L",55,,,,,"4.5""","108""",4596 lbs,28.0 lbs,,
BS6T45114,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-4354 LB.D.CAP-4.5""Hx114""L",55,,,,,"4.5""","114""",4354 lbs,33.0 lbs,,
BS6T45120,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-4073 LB.D.CAP-4.5""Hx120""L",55,,,,,"4.5""","120""",4073 lbs,34.0 lbs,,
BS6T45126,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-3695 LB.D.CAP-4.5""Hx126""L",55,,,,,"4.5""","126""",3695 lbs,36.0 lbs,,
BS6T45132,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-3366 LB.D.CAP-4.5""Hx132""L",55,,,,,"4.5""","132""",3366 lbs,34.0 lbs,,
BS6T45138,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-3080 LB.D.CAP-4.5""Hx138""L",55,,,,,"4.5""","138""",3080 lbs,38.0 lbs,,
BS6T45144,BS6T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-SPEC.DUTY 1 5/8STEP-2829 LB.D.CAP-4.5""Hx144""L",55,,,,,"4.5""","144""",2829 lbs,40.0 lbs,,
BS6K3548,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-6960 LB.D.CAP-3.5""Hx48""L",55,,,,,"3.5""","48""",6960 lbs,15.0 lbs,,
BS6K3554,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-6186 LB.D.CAP-3.5""Hx54""L",55,,,,,"3.5""","54""",6186 lbs,16.0 lbs,,
BS6K3560,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-5567 LB.D.CAP-3.5""Hx60 ""L",55,,,,,"3.5""","60""",5567 lbs,17.0 lbs,,
BS6K3566,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-5061 LB.D.CAP-3.5""Hx66 ""L",55,,,,,"3.5""","66""",5061 lbs,18.0 lbs,,
BS6K3572,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-4640 LB.D.CAP-3.5""Hx 72""L",55,,,,,"3.5""","72""",4640 lbs,20.0 lbs,,
BS6K3578,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-4282 LB.D.CAP-3.5""Hx78 ""L",55,,,,,"3.5""","78""",4282 lbs,21.0 lbs,,
BS6K3584,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-3977 LB.D.CAP-3.5""Hx84 ""L",55,,,,,"3.5""","84""",3977 lbs,22.0 lbs,,
BS6K3590,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-3712 LB.D.CAP-3.5""Hx90 ""L",55,,,,,"3.5""","90""",3712 lbs,24.0 lbs,,
BS6K3592,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-3605 LB.D.CAP-3.5""Hx92 ""L",55,,,,,"3.5""","92""",3605 lbs,24.0 lbs,,
BS6K3596,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-3420 LB.D.CAP-3.5""Hx96 ""L",55,,,,,"3.5""","96""",3420 lbs,22.6 lbs,,
BS6K35102,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-3029 LB.D.CAP-3.5""Hx102""L",55,,,,,"3.5""","102""",3029 lbs,26.0 lbs,,
BS6K35108,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-2702 LB.D.CAP-3.5""Hx108""L",55,,,,,"3.5""","108""",2702 lbs,27.0 lbs,,
BS6K35114,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-2425 LB.D.CAP-3.5""Hx114""L",55,,,,,"3.5""","114""",2425 lbs,29.0 lbs,,
BS6K35120,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-2189 LB.D.CAP-3.5""Hx120""L",55,,,,,"3.5""","120""",2189 lbs,30.0 lbs,,
BS6K35126,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-1985 LB.D.CAP-3.5""Hx126""L",55,,,,,"3.5""","126""",1985 lbs,31.0 lbs,,
BS6K35132,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-1810 LB.D.CAP-3.5""Hx132""L",55,,,,,"3.5""","132""",1810 lbs,33.0 lbs,,
BS6K35138,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-1655 LB.D.CAP-3.5""Hx138""L",55,,,,,"3.5""","138""",1655 lbs,34.0 lbs,,
BS6K35144,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-1520 LB.D.CAP-3.5""Hx144""L",55,,,,,"3.5""","144""",1520 lbs,35.0 lbs,,
BS6K4048,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-8573 LB.D.CAP-4.0""Hx48 ""L",55,,,,,"4.0""","48""",8573 lbs,16.0 lbs,,
BS6K4054,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-7621 LB.D.CAP-4.0""Hx54 ""L",55,,,,,"4.0""","54""",7621 lbs,17.0 lbs,,
BS6K4060,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-6860 LB.D.CAP-4.0""Hx60 ""L",55,,,,,"4.0""","60""",6860 lbs,18.0 lbs,,
BS6K4066,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-6235 LB.D.CAP-4.0""Hx66 ""L",55,,,,,"4.0""","66""",6235 lbs,19.0 lbs,,
BS6K4072,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-5716 LB.D.CAP-4.0""Hx72 ""L",55,,,,,"4.0""","72""",5716 lbs,21.0 lbs,,
BS6K4078,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-5276 LB.D.CAP-4.0""Hx78 ""L",55,,,,,"4.0""","78""",5276 lbs,22.0 lbs,,
BS6K4084,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-4900 LB.D.CAP-4.0""Hx84 ""L",55,,,,,"4.0""","84""",4900 lbs,23.0 lbs,,
BS6K4090,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-4573 LB.D.CAP-4.0""Hx90 ""L",55,,,,,"4.0""","90""",4573 lbs,25.0 lbs,,
BS6K4092,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-4454 LB.D.CAP-4.0""Hx 92""L",55,,,,,"4.0""","92""",4454 lbs,26.0 lbs,,
BS6K40102,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-4035 LB.D.CAP-4.0""Hx102""L",55,,,,,"4.0""","102""",4035 lbs,28.0 lbs,,
BS6K40108,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-3751LB.D.CAP-4.0""Hx108""L",55,,,,,"4.0""","108""",3751 lbs,29.0 lbs,,
BS6K40114,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-3367 LB.D.CAP-4.0""Hx114""L",55,,,,,"4.0""","114""",3367 lbs,31.0 lbs,,
BS6K40120,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-3039 LB.D.CAP-4.0""Hx120""L",55,,,,,"4.0""","120""",3039 lbs,29.0 lbs,,
BS6K40126,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-2756 LB.D.CAP-4.0""Hx126""L",55,,,,,"4.0""","126""",2756 lbs,34.0 lbs,,
BS6K40132,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-2511 LB.D.CAP-4.0""Hx132""L",55,,,,,"4.0""","132""",2511 lbs,35.0 lbs,,
BS6K40138,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-2298 LB.D.CAP-4.0""Hx138""L",55,,,,,"4.0""","138""",2298 lbs,36.0 lbs,,
BS6K40144,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-2110 LB.D.CAP-4.0""Hx144""L",55,,,,,"4.0""","144""",2110 lbs,38.0 lbs,,
BS6K4548,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-10340LB.D.CAP-4.5""Hx48 ""L",55,,,,,"4.5""","48""",10340 lbs,16.0 lbs,,
BS6K4554,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-9191 LB.D.CAP-4.5""Hx54 ""L",55,,,,,"4.5""","54""",9191 lbs,18.0 lbs,,
BS6K4560,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-8272 LB.D.CAP-4.5""Hx60 ""L",55,,,,,"4.5""","60""",8272 lbs,19.0 lbs,,
BS6K4566,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-7520 LB.D.CAP-4.5""Hx 66""L",55,,,,,"4.5""","66""",7520 lbs,21.0 lbs,,
BS6K4572,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-6893 LB.D.CAP-4.5""Hx72 ""L",55,,,,,"4.5""","72""",6893 lbs,22.0 lbs,,
BS6K4578,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-6363 LB.D.CAP-4.5""Hx78 ""L",55,,,,,"4.5""","78""",6363 lbs,24.0 lbs,,
BS6K4584,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-5908 LB.D.CAP-4.5""Hx84 ""L",55,,,,,"4.5""","84""",5908 lbs,25.0 lbs,,
BS6K4590,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-5515 LB.D.CAP-4.5""Hx90 ""L",55,,,,,"4.5""","90""",5515 lbs,27.0 lbs,,
BS6K4592,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-5360 LB.D.CAP-4.5""Hx92 ""L",55,,,,,"4.5""","92""",5360 lbs,28.0 lbs,,
BS6K45102,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-4866 LB.D.CAP-4.5""Hx102""L",55,,,,,"4.5""","102""",4866 lbs,27.0 lbs,,
BS6K45108,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-4596 LB.D.CAP-4.5""Hx108""L",55,,,,,"4.5""","108""",4596 lbs,31.0 lbs,,
BS6K45114,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-4354 LB.D.CAP-4.5""Hx114""L",55,,,,,"4.5""","114""",4354 lbs,33.0 lbs,,
BS6K45120,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-4073 LB.D.CAP-4.5""Hx120""L",55,,,,,"4.5""","120""",4073 lbs,29.0 lbs,,
BS6K45126,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-3695 LB.D.CAP-4.5""Hx126""L",55,,,,,"4.5""","126""",3695 lbs,36.0 lbs,,
BS6K45132,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-3366 LB.D.CAP-4.5""Hx132""L",55,,,,,"4.5""","132""",3366 lbs,34.0 lbs,,
BS6K45138,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-3080 LB.D.CAP-4.5""Hx138""L",55,,,,,"4.5""","138""",3080 lbs,38.0 lbs,,
BS6K45144,BS6K,RACK-K,"STEP BEAM-PALLET RACK-KEYSTONE-SPEC.DUTY 1 5/8STEP-2829 LB.D.CAP-4.5""Hx144""L",55,,,,,"4.5""","144""",2829 lbs,40.0 lbs,,
BS4T3548,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-8500 LB.D.CAP-3.5""Hx48 ""L",55,,,,,"3.5""","48""",8500 lbs,17.0 lbs,,
BS4T3554,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-7560 LB.D.CAP-3.5""Hx54 ""L",55,,,,,"3.5""","54""",7560 lbs,19.0 lbs,,
BS4T3560,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-6800 LB.D.CAP-3.5""Hx60 ""L",55,,,,,"3.5""","60""",6800 lbs,20.0 lbs,,
BS4T3566,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-6180 LB.D.CAP-3.5""Hx 66""L",55,,,,,"3.5""","66""",6180 lbs,22.0 lbs,,
BS4T3572,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-5666 LB.D.CAP-3.5""Hx72 ""L",55,,,,,"3.5""","72""",5666 lbs,24.0 lbs,,
BS4T3578,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-5230 LB.D.CAP-3.5""Hx78 ""L",55,,,,,"3.5""","78""",5230 lbs,25.0 lbs,,
BS4T3584,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-4857 LB.D.CAP-3.5""Hx84 ""L",55,,,,,"3.5""","84""",4857 lbs,27.0 lbs,,
BS4T3590,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-4533 LB.D.CAP-3.5""Hx 90""L",55,,,,,"3.5""","90""",4533 lbs,28.0 lbs,,
BS4T3592,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-4406 LB.D.CAP-3.5""Hx92 ""L",55,,,,,"3.5""","92""",4406 lbs,29.0 lbs,,
BS4T3596,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-4172 LB.D.CAP-3.5""Hx96 ""L",55,,,,,"3.5""","96""",4172 lbs,30.0 lbs,,
BS4T35102,BS4T,RACK-T,"STEP BEAM-PALLET RACK-TEARDROP-NORM.DUTY 1 5/8STEP-3695 LB.D.CAP-3.5""Hx102""L",55,,,,,"3.5""","102""",3695 lbs,32.0 lbs,,
