SKU,GCODE,Category,New Description,NMFC,Treads,Width,Depth,Gauge,Height,Length,Capacity,WEIGHT,Stock,Type
U37T4296,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx96""(8')H",55,,,"42""",,"96""",,29800 lbs,72.0 lbs,,
U37K4296,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx96""(8')H",55,,,"42""",,"96""",,31400 lbs,72.0 lbs,,
U37T4896,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx96""(8')H",55,,,"48""",,"96""",,29800 lbs,74.0 lbs,,
U37K4896,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx96""(8')H",55,,,"48""",,"96""",,31400 lbs,74.0 lbs,,
U27T30108,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx108""(9')H",55,,,"30""",,"108""",,20600 lbs,58.0 lbs,,
U27K30108,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx108""(9')H",55,,,"30""",,"108""",,22605 lbs,58.0 lbs,,
U27T36108,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx108""(9')H",55,,,"36""",,"108""",,20600 lbs,60.0 lbs,,
U27K36108,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx108""(9')H",55,,,"36""",,"108""",,22605 lbs,60.0 lbs,,
U27T42108,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx108""(9')H",55,,,"42""",,"108""",,20600 lbs,62.0 lbs,,
U27K42108,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx108""(9')H",55,,,"42""",,"108""",,22605 lbs,62.0 lbs,,
U27T48108,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx108""(9')H",55,,,"48""",,"108""",,20600 lbs,64.0 lbs,,
U27K48108,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx108""(9')H",55,,,"48""",,"108""",,22605 lbs,64.0 lbs,,
U37T30108,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx108""(9')H",55,,,"30""",,"108""",,29800 lbs,75.0 lbs,,
U37K30108,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx108""(9')H",55,,,"30""",,"108""",,31400 lbs,75.0 lbs,,
U37T36108,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx108""(9')H",55,,,"36""",,"108""",,29800 lbs,77.0 lbs,,
U37K36108,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx108""(9')H",55,,,"36""",,"108""",,31400 lbs,77.0 lbs,,
U37T42108,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx108""(9')H",55,,,"42""",,"108""",,29800 lbs,79.0 lbs,,
U37K42108,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx108""(9')H",55,,,"42""",,"108""",,31400 lbs,79.0 lbs,,
U37T48108,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx108""(9')H",55,,,"48""",,"108""",,29800 lbs,81.0 lbs,,
U37K48108,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx108""(9')H",55,,,"48""",,"108""",,31400 lbs,81.0 lbs,,
U27T30144,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx144""(12')H",55,,,"30""",,"144""",,20600 lbs,78.0 lbs,,
U27K30144,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx144""(12')H",55,,,"30""",,"144""",,22605 lbs,78.0 lbs,,
U37T30144,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx144""(12')H",55,,,"30""",,"144""",,29800 lbs,100.0 lbs,,
U37K30144,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx144""(12')H",55,,,"30""",,"144""",,31400 lbs,100.0 lbs,,
U27T36144,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx144""(12')H",55,,,"36""",,"144""",,20600 lbs,80.0 lbs,,
U27K36144,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx144""(12')H",55,,,"36""",,"144""",,22605 lbs,80.0 lbs,,
U37T36144,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx144""(12')H",55,,,"36""",,"144""",,29800 lbs,103.0 lbs,,
U37K36144,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx144""(12')H",55,,,"36""",,"144""",,31400 lbs,103.0 lbs,,
U27T42144,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx144""(12')H",55,,,"42""",,"144""",,20600 lbs,83.0 lbs,,
U27K42144,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx144""(12')H",55,,,"42""",,"144""",,22605 lbs,83.0 lbs,,
U37T42144,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx144""(12')H",55,,,"42""",,"144""",,29800 lbs,106.0 lbs,,
U37K42144,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx144""(12')H",55,,,"42""",,"144""",,31400 lbs,106.0 lbs,,
U27T48144,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx144""(12')H",55,,,"48""",,"144""",,20600 lbs,86.0 lbs,,
U27K48144,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx144""(12')H",55,,,"48""",,"144""",,22605 lbs,86.0 lbs,,
U37T48144,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx144""(12')H",55,,,"48""",,"144""",,29800 lbs,109.0 lbs,,
U37K48144,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx144""(12')H",55,,,"48""",,"144""",,31400 lbs,109.0 lbs,,
U27T30156,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx156""(13')H",55,,,"30""",,"156""",,20600 lbs,83.0 lbs,,
U27K30156,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx156""(13')H",55,,,"30""",,"156""",,22605 lbs,83.0 lbs,,
U37T30156,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx156""(13')H",55,,,"30""",,"156""",,29800 lbs,108.0 lbs,,
U37K30156,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx156""(13')H",55,,,"30""",,"156""",,31400 lbs,108.0 lbs,,
U27T36156,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx156""(13')H",55,,,"36""",,"156""",,20600 lbs,86.0 lbs,,
U27K36156,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx156""(13')H",55,,,"36""",,"156""",,22605 lbs,86.0 lbs,,
U37T36156,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx156""(13')H",55,,,"36""",,"156""",,29800 lbs,110.0 lbs,,
U37K36156,U37K,RACK-K,"]PRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx156""(13')H",55,,,"36""",,"156""",,31400 lbs,110.0 lbs,,
U27T42156,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx156""(13')H",55,,,"42""",,"156""",,20600 lbs,89.0 lbs,,
U27K42156,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx156""(13')H",55,,,"42""",,"156""",,22605 lbs,89.0 lbs,,
U37T42156,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx156""(13')H",55,,,"42""",,"156""",,29800 lbs,113.0 lbs,,
U37K42156,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx156""(13')H",55,,,"42""",,"156""",,31400 lbs,113.0 lbs,,
U27T48156,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx156""(13')H",55,,,"48""",,"156""",,20600 lbs,91.0 lbs,,
U27K48156,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx156""(13')H",55,,,"48""",,"156""",,22605 lbs,91.0 lbs,,
U37T48156,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx156""(13')H",55,,,"48""",,"156""",,29800 lbs,116.0 lbs,,
U37K48156,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx156""(13')H",55,,,"48""",,"156""",,31400 lbs,116.0 lbs,,
U27K36120,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx120""(10')H",55,,,"36""",,"120""",,22605 lbs,66.0 lbs,,
U27T36120,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx120""(10')H",55,,,"36""",,"120""",,20600 lbs,66.0 lbs,,
U27T30120,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx120""(10')H",55,,,"30""",,"120""",,20600 lbs,64.0 lbs,,
U27K30120,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx120""(10')H",55,,,"30""",,"120""",,22605 lbs,64.0 lbs,,
U37T30120,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx120""(10')H",55,,,"30""",,"120""",,29800 lbs,83.0 lbs,,
U37K30120,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx120""(10')H",55,,,"30""",,"120""",,31400 lbs,83.0 lbs,,
U37T36120,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx120""(10')H",55,,,"36""",,"120""",,29800 lbs,85.0 lbs,,
U37K36120,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx120""(10')H",55,,,"36""",,"120""",,31400 lbs,85.0 lbs,,
U27T42120,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx120""(10')H",55,,,"42""",,"120""",,20600 lbs,67.0 lbs,,
U27K42120,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx120""(10')H",55,,,"42""",,"120""",,22605 lbs,67.0 lbs,,
U27T48120,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx120""(10')H",55,,,"48""",,"120""",,20600 lbs,69.0 lbs,,
U27K48120,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx120""(10')H",55,,,"48""",,"120""",,22605 lbs,69.0 lbs,,
U37T48120,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx120""(10')H",55,,,"48""",,"120""",,29800 lbs,88.0 lbs,,
U37K48120,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx120""(10')H",55,,,"48""",,"120""",,31400 lbs,88.0 lbs,,
U27T30132,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx132""(11')H",55,,,"30""",,"132""",,20600 lbs,69.0 lbs,,
U27K30132,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx132""(11')H",55,,,"30""",,"132""",,22605 lbs,69.0 lbs,,
U27T36132,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx132""(11')H",55,,,"36""",,"132""",,20600 lbs,71.0 lbs,,
U27K36132,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx132""(11')H",55,,,"36""",,"132""",,22605 lbs,71.0 lbs,,
U27T42132,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx132""(11')H",55,,,"42""",,"132""",,20600 lbs,73.0 lbs,,
U27K42132,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx132""(11')H",55,,,"42""",,"132""",,22605 lbs,73.0 lbs,,
U27T48132,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx132""(11')H",55,,,"48""",,"132""",,20600 lbs,75.0 lbs,,
U27K48132,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx132""(11')H",55,,,"48""",,"132""",,22605 lbs,75.0 lbs,,
U37T30132,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx132""(11')H",55,,,"30""",,"132""",,29800 lbs,90.0 lbs,,
U37K30132,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx132""(11')H",55,,,"30""",,"132""",,31400 lbs,90.0 lbs,,
U37T36132,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx132""(11')H",55,,,"36""",,"132""",,29800 lbs,92.0 lbs,,
U37K36132,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx132""(11')H",55,,,"36""",,"132""",,31400 lbs,92.0 lbs,,
U37T42132,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx132""(11')H",55,,,"42""",,"132""",,29800 lbs,94.0 lbs,,
U37K42132,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx132""(11')H",55,,,"42""",,"132""",,31400 lbs,94.0 lbs,,
U37T48132,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx132""(11')H",55,,,"48""",,"132""",,29800 lbs,96.0 lbs,,
U37K48132,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx132""(11')H",55,,,"48""",,"132""",,31400 lbs,96.0 lbs,,
U27T30168,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx168""(14')H",55,,,"30""",,"168""",,20600 lbs,89.0 lbs,,
U27K30168,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx168""(14')H",55,,,"30""",,"168""",,22605 lbs,89.0 lbs,,
U37T30168,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx168""(14')H",55,,,"30""",,"168""",,29800 lbs,102.0 lbs,,
U37K30168,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx168""(14')H",55,,,"30""",,"168""",,31400 lbs,115.0 lbs,,
U27T36168,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx168""(14')H",55,,,"36""",,"168""",,20600 lbs,91.0 lbs,,
U27K36168,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx168""(14')H",55,,,"36""",,"168""",,22605 lbs,91.0 lbs,,
U37T36168,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx168""(14')H",55,,,"36""",,"168""",,29800 lbs,118.0 lbs,,
U37K36168,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx168""(14')H",55,,,"36""",,"168""",,31400 lbs,118.0 lbs,,
U27T42168,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx168""(14')H",55,,,"42""",,"168""",,20600 lbs,94.0 lbs,,
U27K42168,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx168""(14')H",55,,,"42""",,"168""",,22605 lbs,94.0 lbs,,
U37T42168,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx168""(14')H",55,,,"42""",,"168""",,29800 lbs,120.0 lbs,,
U37K42168,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx168""(14')H",55,,,"42""",,"168""",,31400 lbs,120.0 lbs,,
U27T48168,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx168""(14')H",55,,,"48""",,"168""",,20600 lbs,97.0 lbs,,
U27K48168,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx168""(14')H",55,,,"48""",,"168""",,22605 lbs,97.0 lbs,,
U37T48168,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx168""(14')H",55,,,"48""",,"168""",,29800 lbs,123.0 lbs,,
U37K48168,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx168""(14')H",55,,,"48""",,"168""",,31400 lbs,123.0 lbs,,
U27T30180,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx180""(15')H",55,,,"30""",,"180""",,20600 lbs,95.0 lbs,,
U27K30180,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx180""(15')H",55,,,"30""",,"180""",,22605 lbs,95.0 lbs,,
U37T30180,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx180""(15')H",55,,,"30""",,"180""",,29800 lbs,123.0 lbs,,
U37K30180,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx180""(15')H",55,,,"30""",,"180""",,31400 lbs,123.0 lbs,,
U27T36180,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx180""(15')H",55,,,"36""",,"180""",,20600 lbs,97.0 lbs,,
U27K36180,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx180""(15')H",55,,,"36""",,"180""",,22605 lbs,97.0 lbs,,
U37T36180,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx180""(15')H",55,,,"36""",,"180""",,29800 lbs,125.0 lbs,,
U37K36180,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx180""(15')H",55,,,"36""",,"180""",,31400 lbs,125.0 lbs,,
U27T42180,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx180""(15')H",55,,,"42""",,"180""",,20600 lbs,100.0 lbs,,
U27K42180,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx180""(15')H",55,,,"42""",,"180""",,22605 lbs,100.0 lbs,,
U37T42180,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx180""(15')H",55,,,"42""",,"180""",,29800 lbs,128.0 lbs,,
U37K42180,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx180""(15')H",55,,,"42""",,"180""",,31400 lbs,128.0 lbs,,
U27T48180,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-48""Dx180""(15')H",55,,,"48""",,"180""",,20600 lbs,102.0 lbs,,
U27K48180,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-48""Dx180""(15')H",55,,,"48""",,"180""",,22605 lbs,102.0 lbs,,
U37T48180,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-48""Dx180""(15')H",55,,,"48""",,"180""",,29800 lbs,131.0 lbs,,
U37K48180,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-48""Dx180""(15')H",55,,,"48""",,"180""",,31400 lbs,131.0 lbs,,
U27T30192,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-30""Dx192""(16')H",55,,,"30""",,"192""",,20600 lbs,103.0 lbs,,
U27K30192,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-30""Dx192""(16')H",55,,,"30""",,"192""",,22605 lbs,103.0 lbs,,
U37T30192,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-30""Dx192""(16')H",55,,,"30""",,"192""",,29800 lbs,133.0 lbs,,
U37K30192,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-30""Dx192""(16')H",55,,,"30""",,"192""",,31400 lbs,133.0 lbs,,
U27T36192,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-36""Dx192""(16')H",55,,,"36""",,"192""",,20600 lbs,106.0 lbs,,
U27K36192,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-36""Dx192""(16')H",55,,,"36""",,"192""",,22605 lbs,106.0 lbs,,
U37T36192,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-36""Dx192""(16')H",55,,,"36""",,"192""",,29800 lbs,136.0 lbs,,
U37K36192,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-36""Dx192""(16')H",55,,,"36""",,"192""",,31400 lbs,136.0 lbs,,
U27T42192,U27T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 20600 LB.NOM.CAP.EA-42""Dx192""(16')H",55,,,"42""",,"192""",,20600 lbs,110.0 lbs,,
U27K42192,U27K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POST 22605 LB.NOM.CAP.EA-42""Dx192""(16')H",55,,,"42""",,"192""",,22605 lbs,110.0 lbs,,
U37T42192,U37T,RACK-T,"UPRIGHT-PALLET RACK-TEARDROP-3x3 POSTS- 29800 LB.NOM.CAP.EA-42""Dx192""(16')H",55,,,"42""",,"192""",,29800 lbs,140.0 lbs,,
U37K42192,U37K,RACK-K,"UPRIGHT-PALLET RACK-KEYSTONE-3x3 POSTS- 31400 LB.NOM.CAP.EA-42""Dx192""(16')H",55,,,"42""",,"192""",,31400 lbs,140.0 lbs,,
